,CustomerID,Total_Purchases,Total_Net_Revenue,Total_Sale_Qty,Total_Return_Qty,Avg_Order_Value,RecencyDays,Return_Rate,Net_Qty,Purchase_Frequency_Monthly,Customer_Value
3499,17082.0,2,2003.85,1049,0,1001.925,32,0.0,1049,1.8181818181818181,Positive
3256,16754.0,1,2002.4,4280,0,2002.4,371,0.0,4280,0.08064516129032258,Positive
729,13305.0,10,2000.86,1232,0,200.08599999999998,3,0.0,1232,75.0,Positive
4297,18188.0,4,1998.49,1168,1,499.6225,14,0.0008561643835616438,1167,8.0,Positive
3212,16698.0,2,1998.0,840,0,999.0,226,0.0,840,0.2643171806167401,Positive
960,13630.0,11,1995.68,1391,14,181.42545454545456,4,0.010064701653486701,1377,66.0,Positive
4208,18069.0,7,1994.39,1296,3,284.91285714285715,25,0.0023148148148148147,1293,8.076923076923077,Positive
3875,17612.0,10,1992.76,1808,21,199.276,52,0.011615044247787611,1787,5.660377358490567,Positive
3929,17679.0,2,1992.1100000000001,729,0,996.0550000000001,52,0.0,729,1.1320754716981132,Positive
3504,17088.0,4,1991.01,868,0,497.7525,27,0.0,868,4.285714285714286,Positive
865,13495.0,6,1990.1200000000001,829,15,331.68666666666667,7,0.018094089264173704,814,22.5,Positive
4031,17827.0,5,1987.33,1240,0,397.466,4,0.0,1240,30.0,Positive
193,12585.0,4,1982.81,1279,21,495.7025,233,0.01641907740422205,1258,0.5128205128205129,Positive
935,13590.0,7,1976.12,1848,2,282.30285714285714,10,0.0010822510822510823,1846,19.090909090909093,Positive
3505,17090.0,8,1972.55,903,1,246.56875,3,0.0011074197120708748,902,60.0,Positive
2357,15531.0,2,1972.39,1085,0,986.195,7,0.0,1085,7.5,Positive
938,13593.0,6,1965.0800000000002,719,24,327.5133333333334,107,0.03337969401947149,695,1.6666666666666665,Positive
4011,17790.0,14,1964.3,835,0,140.30714285714285,26,0.0,835,15.555555555555555,Positive
4309,18204.0,4,1960.95,1190,2,490.2375,70,0.0016806722689075631,1188,1.6901408450704225,Positive
1600,14506.0,5,1960.65,704,0,392.13,16,0.0,704,8.823529411764707,Positive
2950,16341.0,6,1959.38,1398,10,326.56333333333333,24,0.00715307582260372,1388,7.199999999999999,Positive
1592,14498.0,5,1957.32,1098,0,391.464,42,0.0,1098,3.488372093023256,Positive
3835,17554.0,5,1952.45,1763,0,390.49,0,0.0,1763,150.0,Positive
3588,17218.0,10,1951.97,955,0,195.197,3,0.0,955,75.0,Positive
1564,14462.0,15,1942.45,956,32,129.49666666666667,63,0.03347280334728033,924,7.03125,Positive
1530,14418.0,3,1937.25,1711,0,645.75,3,0.0,1711,22.5,Positive
1709,14655.0,5,1930.15,1089,1,386.03000000000003,3,0.0009182736455463728,1088,37.5,Positive
3783,17490.0,11,1926.8799999999999,1134,113,175.17090909090908,0,0.09964726631393298,1021,330.0,Positive
1708,14653.0,7,1926.65,945,0,275.2357142857143,0,0.0,945,210.0,Positive
1388,14217.0,24,1925.3600000000001,689,12,80.22333333333334,1,0.01741654571843251,677,360.0,Positive
148,12528.0,8,1922.28,756,6,240.285,8,0.007936507936507936,750,26.666666666666668,Positive
271,12674.0,7,1922.26,1133,30,274.60857142857145,11,0.0264783759929391,1103,17.5,Positive
1941,14978.0,5,1921.3700000000001,523,0,384.274,71,0.0,523,2.0833333333333335,Positive
2326,15493.0,7,1918.86,551,5,274.12285714285713,32,0.009074410163339383,546,6.363636363636363,Positive
92,12457.0,12,1917.78,844,149,159.815,57,0.17654028436018956,695,6.206896551724138,Positive
3724,17406.0,5,1912.72,780,3,382.544,329,0.0038461538461538464,777,0.45454545454545453,Positive
1436,14285.0,4,1910.01,541,0,477.5025,20,0.0,541,5.714285714285714,Positive
1522,14409.0,7,1908.25,1230,72,272.60714285714283,70,0.05853658536585366,1158,2.9577464788732395,Positive
3596,17228.0,8,1906.09,1532,0,238.26125,15,0.0,1532,15.0,Positive
2814,16150.0,10,1906.07,1047,43,190.607,38,0.041069723018147083,1004,7.692307692307692,Positive
2574,15819.0,4,1905.45,1357,0,476.3625,48,0.0,1357,2.4489795918367347,Positive
1416,14250.0,3,1904.05,1200,0,634.6833333333333,6,0.0,1200,12.857142857142858,Positive
1381,14210.0,7,1900.89,760,1,271.5557142857143,90,0.0013157894736842105,759,2.307692307692308,Positive
341,12762.0,2,1898.52,1227,0,949.26,7,0.0,1227,7.5,Positive
1765,14730.0,8,1897.57,1078,0,237.19625,0,0.0,1078,240.0,Positive
3668,17337.0,7,1897.51,1247,29,271.0728571428571,150,0.023255813953488372,1218,1.390728476821192,Positive
4119,17940.0,14,1897.18,9323,4,135.51285714285714,48,0.00042904644427759305,9319,8.571428571428571,Positive
686,13246.0,7,1896.32,1587,50,270.90285714285716,17,0.0315059861373661,1537,11.666666666666668,Positive
3426,16983.0,8,1894.82,1335,13,236.8525,12,0.009737827715355805,1322,18.46153846153846,Positive
192,12584.0,18,1893.95,416,62,105.21944444444445,3,0.14903846153846154,354,135.0,Positive
2345,15518.0,13,1890.99,1263,11,145.46076923076924,63,0.00870942201108472,1252,6.09375,Positive
1909,14934.0,3,1888.84,1042,1,629.6133333333333,72,0.0009596928982725527,1041,1.2328767123287672,Positive
21,12371.0,2,1887.96,591,0,943.98,44,0.0,591,1.3333333333333333,Positive
2439,15641.0,4,1887.2,1562,0,471.8,104,0.0,1562,1.1428571428571428,Positive
404,12853.0,9,1881.7,800,18,209.07777777777778,107,0.0225,782,2.5,Positive
2827,16170.0,7,1880.4199999999998,1770,4,268.63142857142856,50,0.0022598870056497176,1766,4.11764705882353,Positive
2796,16128.0,5,1880.22,988,0,376.044,17,0.0,988,8.333333333333334,Positive
3397,16942.0,10,1878.51,805,4,187.851,12,0.004968944099378882,801,23.076923076923077,Positive
3395,16938.0,5,1878.43,2533,1515,375.68600000000004,8,0.5981050138176076,1018,16.666666666666668,Positive
3429,16986.0,2,1873.2,1040,0,936.6,29,0.0,1040,2.0,Positive
2077,15157.0,5,1869.5,2392,150,373.9,3,0.06270903010033445,2242,37.5,Positive
2234,15367.0,5,1867.69,1057,2,373.538,56,0.001892147587511826,1055,2.6315789473684212,Positive
3018,16426.0,10,1863.76,1215,0,186.376,1,0.0,1215,150.0,Positive
3976,17738.0,5,1863.35,1029,2,372.66999999999996,18,0.001943634596695821,1027,7.894736842105264,Positive
1876,14887.0,1,1862.0,1100,0,1862.0,78,0.0,1100,0.379746835443038,Positive
1216,13982.0,5,1861.11,1136,4,372.222,38,0.0035211267605633804,1132,3.846153846153846,Positive
4065,17870.0,13,1860.94,1351,1,143.14923076923077,1,0.0007401924500370096,1350,195.0,Positive
1153,13890.0,14,1860.8600000000001,831,5,132.91857142857143,0,0.006016847172081829,826,420.0,Positive
3770,17463.0,6,1860.81,1086,5,310.135,15,0.004604051565377533,1081,11.25,Positive
3641,17293.0,9,1854.06,1135,0,206.00666666666666,7,0.0,1135,33.75,Positive
3736,17422.0,10,1853.1299999999999,2253,58,185.313,15,0.02574345317354638,2195,18.75,Positive
1570,14472.0,8,1852.67,1135,0,231.58375,103,0.0,1135,2.3076923076923075,Positive
61,12423.0,9,1849.11,1339,12,205.45666666666665,0,0.008961911874533234,1327,270.0,Positive
1613,14524.0,9,1843.83,669,0,204.87,31,0.0,669,8.4375,Positive
4292,18180.0,6,1843.75,1721,0,307.2916666666667,4,0.0,1721,36.0,Positive
3774,17469.0,6,1843.06,787,9,307.1766666666667,15,0.011435832274459974,778,11.25,Positive
473,12950.0,3,1843.0,1380,0,614.3333333333334,1,0.0,1380,45.0,Positive
2572,15814.0,6,1842.73,1271,24,307.12166666666667,2,0.01888276947285602,1247,60.0,Positive
2772,16102.0,3,1842.14,942,0,614.0466666666667,41,0.0,942,2.142857142857143,Positive
3040,16455.0,7,1841.18,988,0,263.0257142857143,63,0.0,988,3.28125,Positive
481,12963.0,9,1841.03,881,8,204.55888888888887,7,0.009080590238365494,873,33.75,Positive
31,12383.0,6,1839.31,1532,3,306.5516666666667,184,0.0019582245430809398,1529,0.9729729729729729,Positive
1387,14216.0,4,1839.3,594,0,459.825,2,0.0,594,40.0,Positive
3808,17519.0,7,1839.07,1236,3,262.7242857142857,16,0.0024271844660194173,1233,12.352941176470589,Positive
3448,17015.0,3,1838.6100000000001,1978,0,612.87,28,0.0,1978,3.103448275862069,Positive
1561,14459.0,1,1837.92,760,0,1837.92,154,0.0,760,0.1935483870967742,Positive
4371,18287.0,3,1837.28,1586,0,612.4266666666666,42,0.0,1586,2.0930232558139537,Positive
2223,15351.0,10,1836.69,742,21,183.669,11,0.02830188679245283,721,25.0,Positive
812,13421.0,3,1831.61,1128,1,610.5366666666666,39,0.0008865248226950354,1127,2.25,Positive
1964,15021.0,13,1829.23,819,18,140.71,8,0.02197802197802198,801,43.333333333333336,Positive
2815,16152.0,1,1829.04,642,0,1829.04,268,0.0,642,0.11152416356877323,Positive
2108,15203.0,6,1827.8,1753,0,304.6333333333333,25,0.0,1753,6.9230769230769225,Positive
2816,16153.0,5,1824.23,1073,0,364.846,49,0.0,1073,3.0,Positive
2826,16169.0,4,1822.97,1325,0,455.7425,7,0.0,1325,15.0,Positive
2851,16201.0,5,1821.52,1286,19,364.304,2,0.014774494556765163,1267,50.0,Positive
4008,17787.0,4,1817.54,896,0,454.385,152,0.0,896,0.7843137254901962,Positive
1620,14533.0,9,1812.6200000000001,4019,1242,201.40222222222224,24,0.3090320975367007,2777,10.799999999999999,Positive
1029,13725.0,11,1809.81,806,147,164.52818181818182,49,0.18238213399503722,659,6.6,Positive
975,13650.0,7,1809.34,922,4,258.47714285714284,16,0.004338394793926247,918,12.352941176470589,Positive
3423,16979.0,8,1809.05,865,5,226.13125,3,0.005780346820809248,860,60.0,Positive
30,12381.0,6,1803.96,808,25,300.66,4,0.03094059405940594,783,36.0,Positive
1452,14305.0,5,1803.76,1089,20,360.752,70,0.018365472910927456,1069,2.112676056338028,Positive
2570,15812.0,5,1801.14,922,0,360.228,106,0.0,922,1.4018691588785046,Positive
2890,16249.0,5,1800.07,950,0,360.014,52,0.0,950,2.8301886792452833,Positive
914,13562.0,3,1799.33,757,0,599.7766666666666,81,0.0,757,1.0975609756097562,Positive
650,13196.0,4,1797.78,1224,0,449.445,10,0.0,1224,10.90909090909091,Positive
2,12348.0,4,1797.24,2341,0,449.31,74,0.0,2341,1.6,Positive
4335,18235.0,3,1796.48,1578,0,598.8266666666667,71,0.0,1578,1.25,Positive
4291,18179.0,6,1793.17,1360,0,298.8616666666667,8,0.0,1360,20.0,Positive
4249,18122.0,6,1793.06,1225,0,298.8433333333333,7,0.0,1225,22.5,Positive
3902,17648.0,5,1789.55,487,1,357.90999999999997,60,0.002053388090349076,486,2.459016393442623,Positive
541,13048.0,5,1789.41,1228,8,357.882,13,0.006514657980456026,1220,10.714285714285714,Positive
3914,17663.0,9,1788.27,797,4,198.69666666666666,25,0.005018820577164366,793,10.384615384615385,Positive
1139,13875.0,5,1786.79,1316,0,357.358,53,0.0,1316,2.7777777777777777,Positive
879,13510.0,5,1785.16,1386,4,357.03200000000004,0,0.002886002886002886,1382,150.0,Positive
1676,14608.0,4,1785.15,437,0,446.2875,3,0.0,437,30.0,Positive
1910,14935.0,1,1784.71,935,0,1784.71,296,0.0,935,0.10101010101010101,Positive
3888,17629.0,9,1784.12,1629,8,198.23555555555555,5,0.004910988336402701,1621,45.0,Positive
3949,17705.0,10,1781.12,963,6,178.112,2,0.006230529595015576,957,100.0,Positive
2155,15260.0,8,1780.77,885,24,222.59625,99,0.02711864406779661,861,2.4,Positive
1386,14215.0,7,1777.92,1358,4,253.98857142857145,11,0.0029455081001472753,1354,17.5,Positive
852,13481.0,8,1776.81,1142,15,222.10125,45,0.013134851138353765,1127,5.217391304347826,Positive
3326,16841.0,7,1774.62,2250,16,253.51714285714283,36,0.0071111111111111115,2234,5.675675675675675,Positive
3507,17092.0,4,1774.03,1130,0,443.5075,49,0.0,1130,2.4,Positive
3200,16681.0,6,1770.34,1407,0,295.0566666666667,72,0.0,1407,2.4657534246575343,Positive
2610,15864.0,8,1769.7800000000002,1192,148,221.22250000000003,21,0.12416107382550336,1044,10.90909090909091,Positive
2403,15594.0,6,1767.53,983,1,294.5883333333333,15,0.001017293997965412,982,11.25,Positive
1682,14621.0,6,1765.76,993,6,294.29333333333335,0,0.006042296072507553,987,180.0,Positive
3253,16751.0,1,1764.72,1031,0,1764.72,30,0.0,1031,0.9677419354838709,Positive
62,12424.0,2,1760.96,740,0,880.48,162,0.0,740,0.36809815950920244,Positive
379,12823.0,5,1759.5,230,0,351.9,74,0.0,230,2.0,Positive
2122,15220.0,7,1758.92,1393,16,251.27428571428572,51,0.01148600143575018,1377,4.038461538461538,Positive
3,12349.0,1,1757.55,631,0,1757.55,18,0.0,631,1.5789473684210527,Positive
246,12645.0,5,1755.38,1084,12,351.076,33,0.01107011070110701,1072,4.411764705882353,Positive
4067,17873.0,6,1754.16,1035,48,292.36,79,0.0463768115942029,987,2.25,Positive
3228,16719.0,8,1753.72,1175,2,219.215,14,0.001702127659574468,1173,16.0,Positive
3055,16474.0,11,1750.6200000000001,909,25,159.14727272727274,6,0.027502750275027504,884,47.14285714285714,Positive
1088,13808.0,5,1747.66,782,0,349.53200000000004,5,0.0,782,25.0,Positive
144,12523.0,13,1745.57,865,4,134.27461538461537,1,0.004624277456647399,861,195.0,Positive
2004,15067.0,3,1744.76,954,0,581.5866666666667,77,0.0,954,1.1538461538461537,Positive
2466,15674.0,8,1744.02,1275,200,218.0025,72,0.1568627450980392,1075,3.2876712328767126,Positive
2984,16380.0,1,1743.1499999999999,1428,0,1743.1499999999999,60,0.0,1428,0.49180327868852464,Positive
602,13134.0,7,1740.63,1059,15,248.6614285714286,72,0.014164305949008499,1044,2.8767123287671237,Positive
1668,14595.0,6,1740.6,978,0,290.09999999999997,19,0.0,978,9.0,Positive
4111,17930.0,5,1740.48,1594,0,348.096,35,0.0,1594,4.166666666666667,Positive
3682,17353.0,2,1740.0,1200,0,870.0,128,0.0,1200,0.46511627906976744,Positive
2140,15241.0,9,1738.59,1818,3,193.17666666666665,66,0.0016501650165016502,1815,4.029850746268656,Positive
835,13456.0,7,1737.8200000000002,765,9,248.26000000000002,17,0.011764705882352941,756,11.666666666666668,Positive
3764,17457.0,5,1737.7,826,0,347.54,126,0.0,826,1.1811023622047243,Positive
1724,14673.0,5,1736.4,1004,0,347.28000000000003,2,0.0,1004,50.0,Positive
3468,17043.0,4,1735.18,998,0,433.795,31,0.0,998,3.75,Positive
1507,14387.0,3,1727.6,795,0,575.8666666666667,32,0.0,795,2.727272727272727,Positive
621,13157.0,5,1721.57,1439,9,344.31399999999996,48,0.006254343293954135,1430,3.061224489795918,Positive
3946,17702.0,6,1719.72,1353,33,286.62,29,0.024390243902439025,1320,6.0,Positive
2162,15267.0,5,1717.36,944,0,343.472,21,0.0,944,6.818181818181818,Positive
3983,17750.0,9,1710.45,3747,0,190.05,4,0.0,3747,54.0,Positive
46,12405.0,1,1710.39,857,0,1710.39,148,0.0,857,0.20134228187919462,Positive
573,13094.0,16,1708.8600000000001,1716,174,106.80375000000001,20,0.10139860139860139,1542,22.857142857142858,Positive
2662,15947.0,1,1708.24,898,0,1708.24,82,0.0,898,0.3614457831325301,Positive
48,12407.0,5,1708.1200000000001,1416,0,341.624,49,0.0,1416,3.0,Positive
3552,17162.0,11,1707.21,1001,1,155.2009090909091,28,0.000999000999000999,1000,11.379310344827585,Positive
3366,16902.0,1,1706.88,629,0,1706.88,115,0.0,629,0.25862068965517243,Positive
1102,13824.0,5,1698.94,768,0,339.788,32,0.0,768,4.545454545454545,Positive
1838,14834.0,8,1698.35,734,3,212.29375,17,0.004087193460490463,731,13.333333333333334,Positive
343,12764.0,1,1693.88,386,0,1693.88,316,0.0,386,0.09463722397476342,Positive
2702,16007.0,4,1693.81,1388,0,423.4525,47,0.0,1388,2.5,Positive
3193,16671.0,3,1692.27,875,0,564.09,27,0.0,875,3.2142857142857144,Positive
3275,16775.0,11,1691.51,439,0,153.77363636363637,9,0.0,439,33.0,Positive
3287,16791.0,8,1690.28,757,4,211.285,28,0.005284015852047556,753,8.275862068965518,Positive
1060,13763.0,3,1689.46,728,3,563.1533333333333,62,0.004120879120879121,725,1.4285714285714286,Positive
237,12635.0,2,1689.18,1172,0,844.59,89,0.0,1172,0.6666666666666666,Positive
2139,15240.0,7,1685.57,1369,8,240.79571428571427,44,0.005843681519357195,1361,4.666666666666667,Positive
3633,17282.0,3,1685.46,1866,0,561.82,129,0.0,1866,0.6923076923076924,Positive
2665,15950.0,5,1684.46,719,7,336.892,1,0.009735744089012517,712,75.0,Positive
1990,15050.0,5,1682.77,1216,40,336.554,24,0.03289473684210526,1176,6.0,Positive
2243,15380.0,6,1682.3600000000001,376,2,280.3933333333334,8,0.005319148936170213,374,20.0,Positive
1172,13924.0,11,1682.08,1575,43,152.91636363636363,1,0.027301587301587302,1532,165.0,Positive
397,12843.0,9,1680.76,781,28,186.7511111111111,65,0.03585147247119078,753,4.090909090909091,Positive
3542,17147.0,6,1679.64,882,4,279.94,22,0.0045351473922902496,878,7.826086956521738,Positive
1412,14245.0,5,1677.48,976,5,335.496,175,0.005122950819672131,971,0.8522727272727273,Positive
3169,16638.0,11,1676.47,1255,1,152.40636363636364,22,0.0007968127490039841,1254,14.347826086956522,Positive
616,13149.0,4,1676.06,1280,0,419.015,13,0.0,1280,8.571428571428571,Positive
3910,17656.0,5,1674.69,1399,0,334.938,72,0.0,1399,2.0547945205479454,Positive
3574,17193.0,9,1674.46,1254,16,186.0511111111111,35,0.012759170653907496,1238,7.5,Positive
443,12912.0,5,1662.3,670,0,332.46,2,0.0,670,50.0,Positive
2117,15214.0,8,1661.44,1254,0,207.68,1,0.0,1254,120.0,Positive
2208,15332.0,4,1661.06,652,0,415.265,365,0.0,652,0.3278688524590164,Positive
2784,16115.0,8,1660.8799999999999,994,0,207.60999999999999,9,0.0,994,24.0,Positive
1262,14045.0,4,1659.75,535,0,414.9375,108,0.0,535,1.1009174311926606,Positive
927,13577.0,5,1658.3,791,20,331.65999999999997,24,0.025284450063211124,771,6.0,Positive
3305,16813.0,10,1652.18,1501,0,165.21800000000002,7,0.0,1501,37.5,Positive
3220,16711.0,5,1651.03,833,0,330.206,2,0.0,833,50.0,Positive
2580,15826.0,4,1649.3600000000001,963,1,412.34000000000003,50,0.0010384215991692627,962,2.3529411764705883,Positive
3759,17451.0,10,1648.95,1203,25,164.895,0,0.020781379883624274,1178,300.0,Positive
1048,13750.0,5,1647.26,516,0,329.452,53,0.0,516,2.7777777777777777,Positive
626,13162.0,5,1644.99,1713,50,328.998,121,0.02918855808523059,1663,1.2295081967213115,Positive
2369,15549.0,4,1643.96,694,10,410.99,76,0.01440922190201729,684,1.5584415584415583,Positive
4025,17813.0,7,1641.79,752,13,234.54142857142855,13,0.017287234042553192,739,15.0,Positive
1951,15002.0,4,1641.76,862,0,410.44,115,0.0,862,1.0344827586206897,Positive
2581,15827.0,20,1641.48,882,40,82.074,72,0.045351473922902494,842,8.219178082191782,Positive
1840,14837.0,5,1641.2,1436,6,328.24,89,0.004178272980501393,1430,1.6666666666666667,Positive
973,13647.0,5,1640.22,887,1,328.044,9,0.0011273957158962795,886,15.0,Positive
3634,17284.0,7,1636.58,1362,2,233.79714285714286,59,0.0014684287812041115,1360,3.5,Positive
1967,15024.0,10,1636.43,902,0,163.643,9,0.0,902,30.0,Positive
41,12398.0,1,1635.6599999999999,1394,0,1635.6599999999999,45,0.0,1394,0.6521739130434783,Positive
2668,15953.0,10,1632.4299999999998,891,7,163.243,14,0.007856341189674524,884,20.0,Positive
3985,17754.0,6,1632.31,1816,49,272.0516666666667,0,0.026982378854625552,1767,180.0,Positive
1352,14164.0,2,1631.77,1033,0,815.885,70,0.0,1033,0.8450704225352113,Positive
2995,16398.0,4,1631.15,758,13,407.7875,144,0.017150395778364115,745,0.8275862068965518,Positive
26,12377.0,2,1628.12,944,0,814.06,314,0.0,944,0.19047619047619047,Positive
1786,14759.0,3,1625.97,569,0,541.99,4,0.0,569,18.0,Positive
814,13425.0,3,1624.21,1123,0,541.4033333333333,107,0.0,1123,0.8333333333333333,Positive
3083,16515.0,5,1624.14,826,0,324.82800000000003,51,0.0,826,2.8846153846153846,Positive
2087,15172.0,5,1624.05,1611,0,324.81,8,0.0,1611,16.666666666666668,Positive
958,13627.0,7,1624.02,1269,3,232.00285714285715,58,0.002364066193853428,1266,3.5593220338983054,Positive
149,12530.0,5,1623.63,913,13,324.726,59,0.014238773274917854,900,2.5,Positive
3513,17101.0,4,1621.73,815,0,405.4325,9,0.0,815,12.0,Positive
1912,14937.0,4,1617.63,484,1,404.4075,56,0.002066115702479339,483,2.1052631578947367,Positive
3430,16987.0,7,1616.8,401,0,230.97142857142856,2,0.0,401,70.0,Positive
641,13184.0,12,1616.45,1662,30,134.70416666666668,14,0.018050541516245487,1632,24.0,Positive
1472,14336.0,4,1614.91,1759,0,403.7275,16,0.0,1759,7.0588235294117645,Positive
4277,18161.0,6,1612.79,812,2,268.79833333333335,9,0.0024630541871921183,810,18.0,Positive
2049,15122.0,6,1612.13,800,12,268.68833333333333,84,0.015,788,2.1176470588235294,Positive
1457,14312.0,6,1611.59,1012,0,268.5983333333333,46,0.0,1012,3.8297872340425534,Positive
1900,14918.0,2,1610.15,675,0,805.075,115,0.0,675,0.5172413793103449,Positive
267,12669.0,4,1607.73,1115,1,401.9325,150,0.0008968609865470852,1114,0.794701986754967,Positive
414,12868.0,6,1607.0600000000002,928,0,267.84333333333336,185,0.0,928,0.9677419354838709,Positive
2552,15791.0,3,1604.44,731,1,534.8133333333334,43,0.0013679890560875513,730,2.0454545454545454,Positive
353,12783.0,8,1603.87,624,2,200.48375,1,0.003205128205128205,622,120.0,Positive
3434,16992.0,6,1601.8600000000001,860,3,266.9766666666667,10,0.0034883720930232558,857,16.363636363636363,Positive
1361,14178.0,7,1600.26,1494,0,228.60857142857142,8,0.0,1494,23.333333333333336,Positive
4032,17828.0,9,1599.97,667,26,177.77444444444444,8,0.038980509745127435,641,30.0,Positive
